Postal code	Free-time residences	Buildings, total	Other buildings	Residential buildings	Dwellings	Average floor area	Dwellings in small houses	Dwellings in blocks of flats	Aged 18 or over, total	Basic level studies	With education, total	Matriculation examination	Vocational diploma	Academic degree - Lower level university degree	Academic degree - Higher level university degree	Inhabitants, total	Inhabitants aged 18-64	Employment rate %	Unemployment rate %	Economic dependency ratio	Inhabitants, total	Females	Males	Average age of inhabitants	Households, total	Average size of households	Occupancy rate	Young single persons	Young couples without children	Households with children	Households with small children	Households with children under school age	Households with school-age children	Households with teenagers	Adult households	Pensioner households	Households living in owner-occupied dwellings	Households living in rented dwellings	Households living in other dwellings	Area	Density	Surface area	0-15 years	16-34 years	35-64 years	65 years or over
00260	0.0	141.0	48.0	93.0	3677.0	62.9	0.0	3677.0	4930.0	769.0	4161.0	720.0	953.0	878.0	1610.0	5478.0	3615.0	76.5	6.4	95.0	5478.0	2989.0	2489.0	44.0	3148.0	1.6	39.2	568.0	216.0	351.0	107.0	195.0	136.0	89.0	1854.0	949.0	1514.0	1509.0	125.0	 Keski-Töölö   (Helsinki)	7286.463910189478	751805.0	504.0	1722.0	1937.0	1315.0
00270	0.0	194.0	27.0	167.0	4880.0	53.0	68.0	4812.0	6562.0	964.0	5598.0	972.0	1614.0	1155.0	1857.0	7723.0	5454.0	76.8	8.8	83.0	7723.0	4326.0	3397.0	39.0	4491.0	1.7	31.3	973.0	354.0	698.0	181.0	358.0	305.0	218.0	2901.0	905.0	1821.0	2532.0	138.0	 Pohjois-Meilahti   (Helsinki)	8931.090788822434	864732.0	1050.0	2727.0	2838.0	1108.0
00280	0.0	138.0	26.0	112.0	1788.0	55.8	37.0	1751.0	2574.0	338.0	2236.0	505.0	552.0	460.0	719.0	2963.0	2095.0	74.8	6.6	88.0	2963.0	1639.0	1324.0	40.0	1610.0	1.7	31.6	285.0	144.0	250.0	84.0	140.0	92.0	63.0	984.0	380.0	793.0	788.0	29.0	 Ruskeasuo   (Helsinki)	3762.8980537829	787425.0	352.0	1106.0	1026.0	479.0
00290	0.0	36.0	31.0	5.0	113.0	64.4	0.0	113.0	129.0	14.0	115.0	5.0	41.0	23.0	46.0	143.0	98.0	85.7	5.6	64.0	143.0	87.0	56.0	44.0	92.0	1.6	41.9	17.0	5.0	10.0	4.0	7.0	3.0	0.0	62.0	20.0	35.0	56.0	1.0	 Meilahden sairaala-alue   (Helsinki)	532.1148028384417	268739.0	14.0	38.0	60.0	31.0
00300	0.0	225.0	61.0	164.0	3151.0	61.7	65.0	3086.0	4661.0	1032.0	3629.0	507.0	1432.0	686.0	1004.0	5809.0	3623.0	71.7	10.9	121.0	5809.0	3226.0	2583.0	41.0	2891.0	2.0	32.1	229.0	182.0	625.0	161.0	325.0	277.0	221.0	1512.0	769.0	981.0	1866.0	44.0	 Pikku Huopalahti   (Helsinki)	6825.244828781408	851105.0	1037.0	1470.0	2264.0	1038.0
00310	0.0	35.0	11.0	24.0	604.0	50.9	13.0	591.0	783.0	132.0	651.0	97.0	226.0	176.0	152.0	890.0	625.0	74.4	9.4	85.0	890.0	491.0	399.0	41.0	567.0	1.6	32.7	112.0	49.0	69.0	23.0	43.0	28.0	17.0	370.0	128.0	304.0	241.0	22.0	 Kivihaka   (Helsinki)	1354.203279606459	657213.0	97.0	302.0	333.0	158.0
00320	0.0	401.0	50.0	351.0	6750.0	49.7	172.0	6578.0	8988.0	1300.0	7688.0	1237.0	2208.0	1858.0	2385.0	10231.0	7305.0	78.5	7.6	77.0	10231.0	5655.0	4576.0	40.0	6322.0	1.6	31.6	1817.0	521.0	780.0	246.0	444.0	290.0	199.0	4343.0	1209.0	2894.0	3257.0	171.0	 Etelä-Haaga   (Helsinki)	5267.520645838911	1942280.0	1139.0	4049.0	3360.0	1683.0
00330	0.0	386.0	53.0	333.0	5380.0	70.2	249.0	5131.0	7384.0	984.0	6400.0	1007.0	1652.0	1157.0	2584.0	8848.0	5160.0	77.8	6.8	117.0	8848.0	5016.0	3832.0	44.0	4783.0	1.8	38.6	621.0	242.0	868.0	223.0	423.0	396.0	281.0	2208.0	1738.0	2456.0	2183.0	144.0	 Munkkiniemi   (Helsinki)	5124.28475455788	1726680.0	1296.0	2239.0	3089.0	2224.0
00340	1.0	224.0	22.0	202.0	858.0	123.2	401.0	457.0	1394.0	206.0	1188.0	192.0	251.0	189.0	556.0	1722.0	1033.0	74.3	6.1	119.0	1722.0	875.0	847.0	43.0	740.0	2.3	52.6	33.0	24.0	185.0	37.0	78.0	80.0	79.0	307.0	255.0	550.0	149.0	41.0	 Kuusisaari-Lehtisaari   (Helsinki)	1707.9707284366214	1008214.0	286.0	335.0	740.0	361.0
00350	0.0	266.0	65.0	201.0	5686.0	54.9	141.0	5545.0	7836.0	1312.0	6524.0	1104.0	2182.0	1354.0	1884.0	9309.0	6300.0	74.4	8.7	97.0	9309.0	5098.0	4211.0	40.0	5365.0	1.7	31.8	978.0	337.0	907.0	201.0	445.0	393.0	292.0	3248.0	1221.0	2415.0	2809.0	141.0	 Munkkivuori-Niemenmäki   (Helsinki)	4333.2259608133745	2148284.0	1329.0	2873.0	3571.0	1536.0
00360	3.0	37.0	7.0	30.0	1230.0	49.8	0.0	1230.0	1581.0	310.0	1271.0	166.0	459.0	282.0	364.0	1825.0	1254.0	72.5	11.5	100.0	1825.0	972.0	853.0	41.0	1119.0	1.6	31.0	200.0	73.0	153.0	63.0	94.0	52.0	27.0	704.0	264.0	646.0	461.0	12.0	 Pajamäki   (Helsinki)	3383.401495741549	539398.0	231.0	570.0	697.0	327.0
00370	0.0	784.0	144.0	640.0	3555.0	66.9	913.0	2642.0	5371.0	1486.0	3885.0	531.0	1633.0	758.0	963.0	6702.0	4156.0	71.1	10.8	124.0	6702.0	3496.0	3206.0	40.0	3252.0	2.0	33.0	381.0	193.0	750.0	243.0	413.0	324.0	225.0	1626.0	887.0	1354.0	1855.0	43.0	 Reimarla   (Helsinki)	2101.6163819460426	3188974.0	1206.0	1844.0	2437.0	1215.0
00380	0.0	172.0	105.0	67.0	2559.0	59.0	12.0	2547.0	3760.0	878.0	2882.0	365.0	1232.0	608.0	677.0	4515.0	3145.0	71.3	12.2	100.0	4515.0	2318.0	2197.0	39.0	2446.0	1.8	32.1	194.0	230.0	441.0	133.0	247.0	194.0	136.0	1507.0	502.0	664.0	1758.0	24.0	 Pitäjänmäen teollisuusalue   (Helsinki)	3409.9431374044707	1324069.0	673.0	1320.0	1907.0	615.0
00390	0.0	739.0	142.0	597.0	3539.0	63.1	865.0	2674.0	5230.0	1342.0	3888.0	525.0	1863.0	743.0	757.0	6328.0	4259.0	73.1	10.7	101.0	6328.0	3217.0	3111.0	40.0	3294.0	1.9	33.2	469.0	156.0	670.0	183.0	353.0	254.0	216.0	1885.0	751.0	1731.0	1475.0	88.0	 Konala   (Helsinki)	1957.4035820980469	3232854.0	979.0	1793.0	2585.0	971.0
00400	0.0	222.0	28.0	194.0	5781.0	52.6	69.0	5712.0	8384.0	2139.0	6245.0	955.0	2442.0	1289.0	1559.0	9672.0	6481.0	69.8	10.6	112.0	9672.0	5167.0	4505.0	41.0	5504.0	1.7	30.4	910.0	336.0	790.0	265.0	469.0	303.0	201.0	3215.0	1507.0	2238.0	3174.0	92.0	 Pohjois-Haaga   (Helsinki)	5481.588617882493	1764452.0	1185.0	3230.0	3354.0	1903.0
00410	0.0	359.0	69.0	290.0	4363.0	63.7	350.0	4013.0	6919.0	2098.0	4821.0	742.0	2418.0	925.0	736.0	8553.0	5961.0	68.1	11.4	109.0	8553.0	4471.0	4082.0	37.0	4120.0	2.1	30.9	393.0	307.0	942.0	286.0	510.0	393.0	316.0	2427.0	762.0	1440.0	2634.0	46.0	 Malminkartano   (Helsinki)	4404.712367595985	1941784.0	1457.0	2836.0	3302.0	958.0
00420	0.0	709.0	63.0	646.0	8012.0	59.5	910.0	7102.0	11856.0	3704.0	8152.0	1199.0	3997.0	1560.0	1396.0	13989.0	9154.0	66.5	13.0	127.0	13989.0	7407.0	6582.0	41.0	7523.0	1.8	32.4	906.0	420.0	1274.0	346.0	665.0	533.0	439.0	4205.0	2072.0	3144.0	4210.0	169.0	 Kannelmäki   (Helsinki)	4761.600039211975	2937878.0	1892.0	4272.0	5123.0	2702.0
00430	0.0	1262.0	60.0	1202.0	2403.0	86.8	1729.0	674.0	4237.0	720.0	3517.0	496.0	1472.0	640.0	909.0	5454.0	3410.0	77.2	6.7	105.0	5454.0	2803.0	2651.0	39.0	2231.0	2.4	35.5	116.0	117.0	709.0	173.0	330.0	300.0	280.0	979.0	559.0	1489.0	668.0	74.0	 Maununneva   (Helsinki)	1142.746035065164	4772714.0	1063.0	1287.0	2277.0	827.0
00440	0.0	214.0	45.0	169.0	2775.0	57.6	96.0	2679.0	4004.0	964.0	3040.0	425.0	1240.0	644.0	731.0	4626.0	2796.0	70.9	10.9	131.0	4626.0	2522.0	2104.0	44.0	2572.0	1.7	33.4	353.0	178.0	381.0	138.0	234.0	130.0	88.0	1324.0	869.0	1376.0	1148.0	48.0	 Lassila   (Helsinki)	4867.910828628705	950305.0	569.0	1412.0	1437.0	1208.0
00500	0.0	226.0	61.0	165.0	9717.0	39.4	0.0	9717.0	12020.0	2095.0	9925.0	2080.0	3085.0	2381.0	2379.0	12634.0	10826.0	75.2	10.5	55.0	12634.0	6316.0	6318.0	37.0	8986.0	1.4	28.5	3076.0	825.0	460.0	204.0	314.0	119.0	73.0	7529.0	999.0	3188.0	5565.0	233.0	 Sörnäinen   (Helsinki)	21613.57648749444	584540.0	575.0	6467.0	4398.0	1194.0
00510	0.0	373.0	151.0	222.0	6849.0	41.3	64.0	6785.0	8922.0	1584.0	7338.0	1202.0	2331.0	1845.0	1960.0	9628.0	7800.0	75.9	10.4	62.0	9628.0	4978.0	4650.0	39.0	6524.0	1.4	28.8	1953.0	589.0	495.0	214.0	330.0	143.0	71.0	5096.0	936.0	2727.0	3600.0	197.0	 Etu-Vallila - Alppila   (Helsinki)	9025.570261739666	1066747.0	672.0	4197.0	3637.0	1122.0
00520	0.0	211.0	85.0	126.0	4243.0	54.5	2.0	4241.0	6352.0	1464.0	4888.0	841.0	1683.0	1042.0	1322.0	7306.0	5246.0	70.9	10.3	94.0	7306.0	3691.0	3615.0	39.0	4005.0	1.8	30.9	601.0	321.0	567.0	221.0	383.0	205.0	111.0	2576.0	868.0	1842.0	2074.0	89.0	 Itä-Pasila   (Helsinki)	5609.742801047622	1302377.0	887.0	2666.0	2647.0	1106.0
00530	0.0	346.0	114.0	232.0	13669.0	45.3	7.0	13662.0	17458.0	3035.0	14423.0	2746.0	4441.0	3222.0	4014.0	18612.0	14418.0	74.8	9.8	71.0	18612.0	9733.0	8879.0	41.0	12296.0	1.5	30.9	3119.0	1103.0	829.0	356.0	553.0	232.0	148.0	9063.0	2420.0	5152.0	6747.0	397.0	 Kallio   (Helsinki)	11719.369828856401	1588140.0	1078.0	7743.0	6751.0	3040.0
00540	0.0	76.0	42.0	34.0	1347.0	62.5	22.0	1325.0	2140.0	303.0	1837.0	365.0	525.0	409.0	538.0	2521.0	1845.0	80.1	4.6	69.0	2521.0	1314.0	1207.0	36.0	1266.0	2.0	31.6	166.0	171.0	239.0	82.0	164.0	78.0	45.0	808.0	220.0	405.0	854.0	7.0	 Kalasatama   (Helsinki)	3689.9504835284174	683207.0	355.0	966.0	905.0	295.0
00550	6.0	195.0	27.0	168.0	6390.0	45.5	17.0	6373.0	8558.0	1530.0	7028.0	1471.0	2276.0	1620.0	1661.0	9464.0	7428.0	73.8	10.0	72.0	9464.0	5029.0	4435.0	38.0	5951.0	1.6	29.5	1412.0	579.0	616.0	231.0	389.0	212.0	111.0	4355.0	985.0	2036.0	3801.0	114.0	 Vallila   (Helsinki)	9829.489923838071	962817.0	835.0	4169.0	3330.0	1130.0
00560	3.0	657.0	134.0	523.0	7114.0	61.2	457.0	6657.0	10899.0	1520.0	9379.0	1616.0	2711.0	2139.0	2913.0	13438.0	9325.0	76.6	6.8	86.0	13438.0	7257.0	6181.0	36.0	6756.0	2.0	31.0	993.0	696.0	1555.0	517.0	937.0	606.0	376.0	4019.0	1209.0	2870.0	3797.0	89.0	 Toukola-Vanhakaupunki   (Helsinki)	3459.5510821845482	3884319.0	2370.0	4494.0	5000.0	1574.0
00570	1.0	446.0	70.0	376.0	2102.0	90.0	580.0	1522.0	3196.0	496.0	2700.0	436.0	674.0	489.0	1101.0	3962.0	2420.0	76.4	7.1	111.0	3962.0	2132.0	1830.0	41.0	1928.0	2.0	42.8	241.0	100.0	454.0	103.0	211.0	196.0	158.0	912.0	572.0	1158.0	664.0	106.0	 Kulosaari   (Helsinki)	2205.350284435637	1796540.0	688.0	984.0	1514.0	776.0
00580	0.0	150.0	102.0	48.0	1412.0	61.0	12.0	1400.0	2237.0	377.0	1860.0	348.0	558.0	429.0	525.0	2727.0	1861.0	78.0	5.8	86.0	2727.0	1415.0	1312.0	37.0	1340.0	2.0	31.3	216.0	160.0	284.0	96.0	172.0	129.0	56.0	796.0	261.0	434.0	895.0	11.0	 Verkkosaari   (Helsinki)	2109.698112798835	1292602.0	465.0	905.0	981.0	376.0
00590	14.0	170.0	17.0	153.0	461.0	75.6	161.0	300.0	742.0	95.0	647.0	94.0	228.0	140.0	185.0	904.0	630.0	78.7	7.3	82.0	904.0	497.0	407.0	40.0	435.0	2.1	35.8	35.0	28.0	104.0	43.0	65.0	32.0	31.0	255.0	79.0	223.0	205.0	7.0	 Kaitalahti   (Helsinki)	496.326688375469	1821381.0	149.0	229.0	414.0	112.0
00600	0.0	286.0	34.0	252.0	1850.0	65.1	253.0	1597.0	3495.0	1203.0	2292.0	412.0	1008.0	371.0	501.0	4147.0	2484.0	60.3	13.2	173.0	4147.0	2222.0	1925.0	44.0	1985.0	1.9	33.2	198.0	61.0	357.0	98.0	191.0	171.0	108.0	970.0	668.0	581.0	1388.0	16.0	 Koskela-Helsinki   (Helsinki)	4368.900842701661	949209.0	578.0	1107.0	1451.0	1011.0
00610	2.0	487.0	72.0	415.0	4689.0	56.3	397.0	4292.0	6756.0	1367.0	5389.0	734.0	1935.0	1074.0	1646.0	8249.0	5240.0	75.7	9.9	105.0	8249.0	4593.0	3656.0	41.0	4340.0	1.8	30.5	454.0	255.0	935.0	288.0	536.0	375.0	238.0	2310.0	1112.0	1913.0	2363.0	64.0	 Käpylä   (Helsinki)	3795.711660275294	2173242.0	1385.0	1962.0	3386.0	1516.0
00620	0.0	400.0	87.0	313.0	1587.0	79.5	525.0	1062.0	2806.0	553.0	2253.0	317.0	818.0	430.0	688.0	3349.0	2010.0	76.1	6.5	116.0	3349.0	1807.0	1542.0	44.0	1546.0	2.0	39.6	169.0	89.0	318.0	93.0	157.0	130.0	111.0	819.0	416.0	967.0	523.0	56.0	 Metsälä-Etelä-Oulunkylä   (Helsinki)	1492.3916545494328	2244049.0	478.0	851.0	1224.0	796.0
00630	0.0	571.0	35.0	536.0	5009.0	60.1	728.0	4281.0	6906.0	2104.0	4802.0	630.0	2168.0	782.0	1222.0	8383.0	5059.0	68.7	13.8	138.0	8383.0	4476.0	3907.0	43.0	4685.0	1.8	33.7	582.0	183.0	847.0	242.0	462.0	376.0	266.0	2384.0	1467.0	1737.0	2893.0	55.0	 Maunula-Suursuo   (Helsinki)	3335.357173265897	2513374.0	1355.0	1977.0	3204.0	1847.0
00640	0.0	628.0	74.0	554.0	4588.0	67.7	936.0	3652.0	6728.0	1422.0	5306.0	768.0	2016.0	1011.0	1511.0	8171.0	5070.0	75.9	8.1	110.0	8171.0	4368.0	3803.0	42.0	4268.0	1.9	35.6	527.0	246.0	847.0	241.0	427.0	359.0	280.0	2176.0	1262.0	2363.0	1796.0	109.0	 Oulunkylä-Patola   (Helsinki)	3615.689908238207	2259873.0	1298.0	2170.0	3045.0	1658.0
00650	0.0	374.0	33.0	341.0	2152.0	74.9	564.0	1588.0	3342.0	799.0	2543.0	349.0	961.0	434.0	799.0	4315.0	2634.0	72.1	10.0	124.0	4315.0	2278.0	2037.0	39.0	1997.0	2.1	35.4	135.0	101.0	560.0	160.0	281.0	235.0	194.0	932.0	517.0	826.0	1142.0	29.0	 Veräjämäki   (Helsinki)	2644.105269092094	1631932.0	877.0	1007.0	1723.0	708.0
00660	0.0	1432.0	68.0	1364.0	2884.0	98.2	2668.0	216.0	5234.0	816.0	4418.0	545.0	1447.0	765.0	1661.0	6702.0	3697.0	79.7	5.9	124.0	6702.0	3371.0	3331.0	43.0	2629.0	2.5	39.8	63.0	49.0	841.0	176.0	354.0	385.0	336.0	842.0	975.0	2266.0	268.0	95.0	 Länsi-Pakila   (Helsinki)	2618.321609748189	2559655.0	1282.0	1143.0	2740.0	1537.0
00670	1.0	1313.0	43.0	1270.0	2384.0	100.4	2365.0	19.0	4504.0	590.0	3914.0	467.0	1291.0	663.0	1493.0	6025.0	3420.0	81.2	5.2	114.0	6025.0	3073.0	2952.0	41.0	2250.0	2.7	38.0	17.0	29.0	859.0	175.0	372.0	406.0	335.0	720.0	689.0	2024.0	161.0	65.0	 Paloheinä   (Helsinki)	1981.2828781973058	3040959.0	1363.0	901.0	2677.0	1084.0
00680	1.0	819.0	75.0	744.0	1560.0	99.4	1384.0	176.0	2778.0	456.0	2322.0	294.0	870.0	444.0	714.0	3695.0	2127.0	78.9	7.3	118.0	3695.0	1829.0	1866.0	40.0	1417.0	2.5	39.5	31.0	34.0	497.0	107.0	228.0	225.0	196.0	510.0	420.0	1161.0	196.0	60.0	 Itä-Pakila   (Helsinki)	1636.5669741227534	2257775.0	790.0	677.0	1577.0	651.0
00690	0.0	639.0	39.0	600.0	1131.0	92.4	942.0	189.0	2040.0	408.0	1632.0	191.0	700.0	298.0	443.0	2761.0	1609.0	77.7	7.0	119.0	2761.0	1409.0	1352.0	38.0	1075.0	2.6	36.2	19.0	21.0	408.0	97.0	193.0	195.0	148.0	384.0	292.0	786.0	274.0	15.0	 Tuomarinkylä-Torpparinmäki   (Helsinki)	597.5506267788817	4620529.0	643.0	502.0	1185.0	431.0
00700	1.0	1379.0	290.0	1089.0	7507.0	62.6	1246.0	6261.0	10841.0	3522.0	7319.0	974.0	4118.0	1198.0	1029.0	13271.0	8630.0	66.2	14.4	130.0	13271.0	6981.0	6290.0	40.0	7012.0	1.9	33.4	940.0	325.0	1379.0	414.0	751.0	554.0	475.0	3900.0	1759.0	2663.0	4260.0	89.0	 Malmi   (Helsinki)	2048.2700907498943	6479126.0	2165.0	3777.0	5118.0	2211.0
00710	0.0	390.0	75.0	315.0	7153.0	62.7	450.0	6703.0	10448.0	3422.0	7026.0	925.0	3692.0	1228.0	1181.0	12710.0	8063.0	67.6	14.3	131.0	12710.0	6707.0	6003.0	41.0	6853.0	1.9	33.7	773.0	302.0	1334.0	421.0	747.0	553.0	407.0	3653.0	1893.0	2824.0	3872.0	157.0	 Pihlajamäki   (Helsinki)	4502.14781851279	2823097.0	2057.0	3288.0	4980.0	2385.0
00720	1.0	550.0	69.0	481.0	4856.0	62.7	586.0	4270.0	7112.0	2083.0	5029.0	653.0	2579.0	926.0	871.0	8574.0	5410.0	67.9	12.1	131.0	8574.0	4625.0	3949.0	41.0	4537.0	1.9	33.5	438.0	254.0	880.0	288.0	506.0	346.0	254.0	2332.0	1341.0	2110.0	2321.0	106.0	 Pukinmäki-Savela   (Helsinki)	4105.678852018865	2088327.0	1327.0	2437.0	3108.0	1702.0
00730	2.0	1902.0	121.0	1781.0	5414.0	75.8	2651.0	2763.0	8755.0	1840.0	6915.0	821.0	3210.0	1301.0	1583.0	11226.0	7145.0	77.3	8.9	101.0	11226.0	5857.0	5369.0	39.0	5141.0	2.2	34.9	360.0	197.0	1416.0	344.0	670.0	650.0	530.0	2547.0	1208.0	2953.0	2078.0	110.0	 Tapanila   (Helsinki)	3098.3036608061275	3623273.0	2209.0	2428.0	4979.0	1610.0
00740	0.0	1532.0	103.0	1429.0	4789.0	77.5	2352.0	2437.0	8148.0	2201.0	5947.0	881.0	3154.0	1054.0	858.0	10347.0	6306.0	72.4	8.8	124.0	10347.0	5302.0	5045.0	40.0	4535.0	2.3	34.7	235.0	244.0	1266.0	323.0	613.0	554.0	464.0	1983.0	1305.0	2853.0	1572.0	110.0	 Siltamäki   (Helsinki)	2902.2336849279914	3565185.0	1960.0	2539.0	4006.0	1842.0
